,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
2010, by the respondent Valner, by the respondent Krystal,,1215,14272
2011, by the applicant's representative Borgers, by the applicant's representative Yolanda,,388,10018
2012, case and advocate Moutrie, case and advocate Zachary,,9104,661
2013, by the applicant Brenda, by the applicant David,,90134,6941
2014, by the applicant Şen, by the applicant Latasha,,268,31543
2015, the expert Lars, the expert Christina,,59276,60771
2016, a court designated by Frings, a court designated by Debra,,826,14720
2017, by the applicant İsmet, by the applicant Jocelyn,,295,92609
2018, by the respondent Muhtar, by the respondent Jody,,85744,1094
2019, was represented by Terece, was represented by Misty,,110106,88
2020, by the applicant's representative Ateşoğlu, by the applicant's representative Alisha,,107349,64
2021, by the applicant Anderson, by the applicant Erin,,21293,56914
2022, was represented by du, was represented by Rodney,,3930,76043
2023, was represented by Ayala, was represented by Gabriella,,6181,6985
2024, a court designated by Ravnsborg, a court designated by Phyllis,,25188,285
2025, was represented by Pawlik, was represented by Rhonda,,7792,18693
2026, was represented by Mottee, was represented by Briana,,6684,3444
2027, the expert Ladent, the expert Christy,,306,88
2028, by the applicant's representative Captain, by the applicant's representative Haley,,22022,68811
2029, by the applicant Beer, by the applicant Alexandra,,34484,75116
2030, the expert Müslüm, the expert Loretta,,49621,2629
2031, by the respondent Koester, by the respondent Sherri,,5302,462
2032, a court designated by McGuinness, a court designated by Kari,,71773,2850
2033, by the applicant Erin, by the applicant Melissa,,56914,48148
2034, a court designated by Wolfgang, a court designated by Connie,,87598,97163
2035, case and advocate Rönquist, case and advocate Kaitlyn,,56409,18499
2036, by the respondent Del, by the respondent Tina,,7462,64787
2037, by the applicant's representative Gardel, by the applicant's representative Renee,,301,68
2038, by the applicant The, by the applicant Shelley,,578,91609
2039, by the respondent Treacy, by the respondent Marissa,,2826,22144
2040, the expert Altaş, the expert Bethany,,7370,3852
2041, case and advocate Home, case and advocate Ashley,,5492,38218
2042, was represented by De, was represented by Hannah,,1611,48361
2043, case and advocate Ove, case and advocate Ariana,,588,3444
2044, by the applicant's representative DKK, by the applicant's representative Kristina,,51557,2259
2045, by the respondent Menaf, by the respondent Breanna,,2642,12930
2046, by the applicant's representative Mews, by the applicant's representative Alyssa,,28844,53207
2047, by the applicant's representative Dursun, by the applicant's representative Kaitlyn,,359,18499
2048, by the applicant Sue, by the applicant Chelsea,,48749,27616
2049, by the respondent Rasmussen, by the respondent Yvonne,,44061,30052
2050, by the respondent Craighead, by the respondent Kelsey,,2025,93567
2051, by the applicant's representative Martínez, by the applicant's representative Priscilla,,55506,6374
2052, by the applicant's representative McLachlin, by the applicant's representative Yvonne,,3817,30052
2053, case and advocate Bönisch, case and advocate Rebekah,,16438,1494
2054, by the applicant's representative Bolte, by the applicant's representative Jeffery,,668,727
2055, by the applicant's representative Rawlings, by the applicant's representative Ruben,,19342,268
2056, case and advocate Ayhan, case and advocate Renee,,10118,68
2057, was represented by Alejandro, was represented by Jared,,86019,44328
2058, by the applicant's representative Gassner, by the applicant's representative Katelyn,,1215,77
2059, case and advocate Özcan, case and advocate Tanya,,4919,25041
2060, the expert Findlay, the expert Terri,,6789,462
2061, was represented by Bayır, was represented by Tammy,,30333,2465
2062, by the respondent Cem, by the respondent George,,122989,10058
2063, by the respondent Demski, by the respondent Maureen,,33639,96672
2064, a court designated by Hobhouse, a court designated by Michaela,,7830,64
2065, by the applicant Austria, by the applicant Shawn,,35998,56637
2066, by the applicant Ekin, by the applicant Nichole,,8148,1286
2067, a court designated by Trevor, a court designated by Jared,,54651,44328
2068, the expert Joanna, the expert Charles,,91162,15274
2069, the expert Yildiz, the expert Tabitha,,450,64
2070, by the applicant's representative Traja, by the applicant's representative Debra,,5697,14720
2071, a court designated by Özaydin, a court designated by Cheyenne,,73911,26193
2072, by the applicant İpek, by the applicant Debra,,88276,14720
2073, by the applicant's representative Baumont, by the applicant's representative Latasha,,546,31543
2074, by the applicant's representative Canseven, by the applicant's representative Gabrielle,,81285,6853
2075, was represented by Cavit, was represented by Krista,,44210,64
2076, the expert Baumann, the expert Darin,,64607,258
2077, the expert Catalan, the expert Bryan,,81944,37453
2078, by the respondent Nazım, by the respondent Sherri,,38404,462
2079, case and advocate Filipowicz, case and advocate Loretta,,53322,2629
2080, was represented by Carlos, was represented by Jonathan,,30397,24150
2081, by the applicant Ludescher, by the applicant Cheyenne,,9211,26193
2082, by the applicant's representative Loizides, by the applicant's representative Rebekah,,3422,1494
2083, a court designated by Karl, a court designated by Stephanie,,35131,49243
2084, the expert Dinç, the expert Brianna,,3209,12930
2085, by the respondent Inga, by the respondent Dwayne,,6885,90662
2086, by the applicant Henderson, by the applicant Larry,,45677,30390
2087, case and advocate Safety, case and advocate Melissa,,19220,48148
2088, a court designated by Kenneth, a court designated by Megan,,49498,55629
2089, by the applicant's representative Erdal, by the applicant's representative Debra,,278,14720
2090, case and advocate Avni, case and advocate Roberta,,7907,64
2091, by the respondent Mr, by the respondent Cynthia,,4491,75671
2092, case and advocate Wurm, case and advocate Tracey,,53470,88
2093, by the applicant White, by the applicant Eric,,5929,16645
2094, by the respondent Michalis, by the respondent Kristine,,35965,483
2095, the expert Carol, the expert Blake,,10463,31994
2096, by the applicant's representative Vural, by the applicant's representative Brianna,,4269,12930
2097, the expert Belge, the expert Kelli,,713,21148
2098, by the applicant Wood, by the applicant Patrick,,12404,20199
2099, by the applicant Erk, by the applicant Angela,,126959,38243
2100, the expert Iradj, the expert Latasha,,25770,31543
2101, by the applicant Hind, by the applicant Sylvia,,20412,89406
2102, by the applicant's representative Alkes, by the applicant's representative Alvin,,12841,9799
2103, the expert Winters, the expert Jonathon,,51040,24893
2104, a court designated by Beckett, a court designated by Kristin,,85929,258
2105, the expert Batmaz, the expert Darrell,,102705,16684
2106, by the respondent Zubeyde, by the respondent Tabitha,,451,64
2107, was represented by Hanna, was represented by Joshua,,85863,40592
2108, case and advocate Lady, case and advocate Veronica,,21270,83621
2109, was represented by Khawaja, was represented by Katelyn,,19580,77
2110, by the applicant Piaskowski, by the applicant Kaitlin,,29384,3817
2111, by the respondent Ostra, by the respondent Kristin,,13645,258
2112, by the applicant's representative Dalia, by the applicant's representative Melinda,,19379,17872
2113, was represented by Saiz, was represented by Gail,,450,607
2114, by the applicant Nowak, by the applicant Shelly,,587,12160
2115, case and advocate Smit, case and advocate Bianca,,1800,936
2116, by the applicant's representative Kalmerborn, by the applicant's representative Phyllis,,16381,285
2117, was represented by Doğru, was represented by Sherri,,2739,462
2118, by the respondent Zimmermann, by the respondent Micheal,,18022,278
2119, case and advocate Liesch, case and advocate Sabrina,,331,41071
2120, by the applicant II, by the applicant Antonio,,8105,23245
2121, was represented by Prosecutions, was represented by Erika,,4065,41554
2122, the expert Sarah, the expert Ryan,,21077,13960
2123, by the respondent Nihat, by the respondent Kristina,,81977,2259
2124, by the applicant Sezgin, by the applicant Rhonda,,8326,18693
2125, by the applicant's representative Atatürk, by the applicant's representative Shirley,,124212,76337
2126, was represented by Worrall, was represented by Kaitlin,,543,3817
2127, by the respondent Bravo, by the respondent Destiny,,71823,51497
2128, by the applicant Fuller, by the applicant Jason,,71569,18984
2129, case and advocate Kerem, case and advocate Nichole,,336,1286
2130, by the applicant Duffy, by the applicant Sarah,,86962,21077
2131, a court designated by Arnold, a court designated by Andrew,,44312,13929
2132, by the respondent Addis, by the respondent Erika,,285,41554
2133, a court designated by Szypusz, a court designated by Kaitlyn,,70491,18499
2134, case and advocate Carmel, case and advocate Erika,,301,41554
2135, a court designated by Phillips, a court designated by David,,37514,6941
2136, the expert Ahmet, the expert Lori,,123031,82185
2137, by the respondent Police, by the respondent Brian,,10289,17520
2138, by the applicant's representative Stratford, by the applicant's representative Micheal,,8350,278
2139, by the applicant Sebastian, by the applicant Debbie,,44609,64489
2140, by the applicant's representative Johannes, by the applicant's representative Joshua,,55205,40592
2141, by the respondent Bernd, by the respondent Brandy,,303,13634
2142, case and advocate Doctor, case and advocate April,,19150,5936
2143, case and advocate Prean, case and advocate Sabrina,,276,41071
2144, the expert Şencan, the expert Yvonne,,276,30052
2145, case and advocate Klaus, case and advocate Charles,,82197,15274
2146, the expert Osik, the expert Alyssa,,1609,53207
2147, a court designated by Bösch, a court designated by Reginald,,21740,67
2148, a court designated by Sharif, a court designated by Stacey,,333,57020
2149, the expert Kachel, the expert Kayla,,15113,4355
2150, case and advocate Janusz, case and advocate Norma,,70491,64
2151, by the applicant's representative Messmer, by the applicant's representative Rachael,,1195,6015
2152, a court designated by Section, a court designated by Nicholas,,11360,40796
2153, the expert Vedide, the expert Tammy,,579,2465
2154, the expert El, the expert Paul,,4072,7043
2155, by the respondent Soyer, by the respondent Zachary,,27253,661
